65722	95.0
91902	78.0
68522	247.20000000000002
23776	205.40000000000003
32676	162.6
53926	313.2
4926	38.400000000000006
51620	64.2
38926	107.4
63852	17.6
11852	281.00000000000006
81508	127.20000000000002
49508	84.20000000000002
72708	198.6
62490	80.20000000000002
4992	243.39999999999998
21780	117.4
66368	195.20000000000002
61462	233.39999999999998
71444	295.0
30114	138.8
16132	190.2
1780	186.00000000000003
79852	158.4
9336	270.40000000000003
99894	101.20000000000002
94836	210.20000000000005
24688	212.00000000000003
48850	164.40000000000003
54524	206.8
68438	334.40000000000003
1732	32.800000000000004
54088	86.60000000000001
16794	59.0
2938	49.99999999999999
21834	250.2
54948	175.4
57616	115.4
9154	152.0
31062	95.4
1310	271.8
43634	267.20000000000005
3118	110.4
86110	184.0
76200	139.0
36398	359.6
24436	234.40000000000003
23034	151.4
18690	278.6
82298	144.6
36572	268.0
86970	62.400000000000006
75254	133.0
77378	263.40000000000003
99352	51.800000000000004
72360	233.2
17476	88.60000000000001
78416	111.0
95740	220.20000000000002
74590	182.4
12532	114.4
18584	131.8
73974	252.20000000000002
2744	262.8
59818	254.40000000000003
61154	94.6
41086	108.0
28328	63.2
22868	61.60000000000001
9618	53.6
51542	82.80000000000001
39984	91.0
80540	83.6
13110	62.400000000000006
5688	125.6
26990	90.0
64812	129.20000000000002
25462	144.00000000000003
38836	215.60000000000002
88362	88.60000000000001
65806	197.39999999999998
5708	177.6
67480	100.19999999999999
39976	165.20000000000002
99064	151.00000000000003
64558	190.40000000000003
70378	258.6
56544	115.2
89310	226.4
66816	199.60000000000002
43456	320.59999999999997
30010	237.60000000000002
53736	223.0
43018	202.4
36700	115.0
57106	254.39999999999998
36522	55.400000000000006
24418	230.4
99806	135.4
55300	193.8
70638	7.2
94230	137.60000000000002
49194	177.8
68542	218.0
58258	50.6
9458	208.20000000000002
24026	393.8
32420	72.6
25612	72.60000000000001
71656	378.6000000000001
72752	154.6
14730	155.0
23262	272.0
57914	108.6
31416	35.8
18124	234.4
282	176.79999999999998
3202	130.20000000000002
42424	174.79999999999998
73356	221.4
92518	139.0
41026	6.2
70924	250.80000000000004
42666	272.4
34982	298.0
41946	108.00000000000001
90942	97.39999999999999
77436	188.20000000000002
69956	166.8
92674	267.6
8896	260.8
62316	139.60000000000002
15526	157.0
53384	12.8
33434	81.80000000000001
16810	295.8
86684	324.00000000000006
98476	270.00000000000006
21212	87.6
7246	43.6
60472	241.8
3380	49.60000000000001
52086	286.8
19314	118.4
51100	52.400000000000006
58736	125.80000000000001
28108	239.8
51212	82.4
53946	129.6
93260	199.60000000000002
79300	132.8
87852	226.0
87010	106.4
13216	121.6
71872	153.8
29334	116.60000000000001
69962	162.79999999999998
6372	266.0
3930	118.60000000000001
11068	142.0
57980	291.6
21658	232.0
93812	101.6
65550	126.19999999999999
56324	126.20000000000002
82912	229.00000000000003
76304	272.8
48512	174.4
85802	111.80000000000001
11418	226.60000000000005
31784	77.8
36098	281.6
74394	111.60000000000001
86576	175.8
37820	70.2
31864	169.2
65292	127.60000000000001
66704	74.8
13260	181.20000000000002
31630	192.0
21300	143.8
70070	92.0
80044	92.6
58220	50.00000000000001
98540	172.60000000000002
16336	101.4
56848	137.8
95096	362.80000000000007
80020	53.8
83144	233.40000000000003
79894	389.4
34244	69.20000000000002
91248	168.0
68356	246.0
68188	181.00000000000003
21700	64.2
48222	50.60000000000001
3360	40.6
78582	212.4
13696	188.60000000000002
63676	71.8
90924	56.60000000000001
32658	238.8
91018	45.8
93398	199.6
41538	280.6
98080	123.4
61934	236.20000000000002
5456	34.0
57518	117.60000000000001
47400	87.4
45356	151.0
57522	130.60000000000002
66182	87.20000000000002
8964	125.0
35914	62.2
6244	78.60000000000001
48100	172.6
95904	330.4
2312	90.4
28400	180.60000000000002
7482	351.40000000000003
10054	178.00000000000003
3196	309.0
37276	301.4
16040	19.0
91532	116.60000000000001
38234	85.4
28280	219.60000000000002
72664	26.0
25386	200.0
11308	312.79999999999995
94202	146.20000000000002
25070	172.4
41134	217.0
17638	11.200000000000001
65676	220.6
79014	136.00000000000003
81910	238.2
38710	240.4
63666	16.8
38672	52.6
15420	97.4
56592	266.0
84458	164.4
40814	143.4
46318	194.60000000000002
14944	81.8
27848	60.2
67654	140.2
19646	251.20000000000002
86464	178.8
25520	47.0
99134	128.0
8318	220.79999999999998
19524	113.60000000000001
